feature	logFC	AveExpr	t	P.Value	adj.P.Val	B	name	name_lipid1	name_lipid3	identity	abbreviation	composition	pre_fatty_acid_length	n_doub_bonds	definition	m_z	rt	main_fat_acd_length_num	main_fat_acd_length_fct	definition2
NA_873.45996_8.21	0.8207684002469648	11.567366236272468	4.376093192679857	9.846710938565134e-4	0.014752791476376533	-0.7253254387660366	NA	NA	NA	NA	NA	NA	NA	NA	NA	873.45996	8.21	NA	NA	NA
PC O-44:6_875.67645_12.73	-1.1530471999895313	12.193622020729245	-4.370077239262202	9.948912017195958e-4	0.014776297152496258	-0.7426295157260903	PC O-44:6	PC 44:6	PC 44:6	PC O-44:6	PC	O-44:6	44	6	PC	875.67645	12.73	44	44	PC O-44:6
Cer 19:0;2O/17:1_565.54243_9.79	-1.022608699705143	14.759948112265093	-4.319320409364069	0.001085648831496482	0.015985243139620613	-0.8087628519680887	Cer 19:0;2O/17:1	Cer 19:0 17:1	Cer 19:0 17:1	Cer 19:0	Cer	19:0	19	0	Cer	565.54243	9.79	19	19	Cer 19:0
Cer 38:1_593.57362_11.21	-1.1699466355261916	11.868670724359719	-4.301427743797577	0.0011196646028888092	0.016280614185091167	-0.8539853757554381	Cer 38:1	Cer 38:1	Cer 38:1	Cer 38:1	Cer	38:1	38	1	Cer	593.57362	11.21	38	38	Cer 38:1
PG 34:1; PG 16:0 18:1_748.52291_7.19	1.4921771134803856	14.118154274411802	4.298789606676911	0.0011247731111479846	0.016280614185091167	-0.8806372434639789	PG 34:1; PG 16:0 18:1	PG 34:1	PG 34:1	PG 34:1	PG	34:1	34	1	PG	748.52291	7.19	34	34	PG 34:1
NA_588.54781_24.29	-0.7828139374106563	10.43164901070763	-4.256919305641583	0.0012091820859920519	0.01735531935188592	-0.8943973269577894	NA	NA	NA	NA	NA	NA	NA	NA	NA	588.54781	24.29	NA	NA	NA
TG 56:8; TG 16:0 18:2 22:6_902.73641_22.96	-2.205628456444365	12.009942390045639	-4.2501314221297966	0.0012234755771502212	0.01741413571477148	-0.9718306627121924	TG 56:8; TG 16:0 18:2 22:6	TG 56:8	TG 56:8	TG 56:8	TG	56:8	56	8	TG	902.73641	22.96	56	56	TG 56:8
NA_904.75_23.37	-0.9096017592631916	12.547912422410452	-4.201749262215655	0.0013305849509476315	0.018753051439520312	-1.0177209877528837	NA	NA	NA	NA	NA	NA	NA	NA	NA	904.75	23.37	NA	NA	NA
NA_628.53827_9.99	-0.8413446400161636	10.6052362402195	-4.197904880161405	0.0013395036742514508	0.018753051439520312	-1.052362989133572	NA	NA	NA	NA	NA	NA	NA	NA	NA	628.53827	9.99	NA	NA	NA
PC O-40:6_819.6135_9.98	-1.6009802861717428	13.192638857901672	-4.18200364301494	0.0013770588230625647	0.01909335603546455	-1.072412816311913	PC O-40:6	PC 40:6	PC 40:6	PC O-40:6	PC	O-40:6	40	6	PC	819.6135	9.98	40	40	PC O-40:6
NA_610.49516_6.74	1.1903069646177358	10.9692159676739	4.178214346690825	0.0013861687051508222	0.01909335603546455	-1.0834391258564837	NA	NA	NA	NA	NA	NA	NA	NA	NA	610.49516	6.74	NA	NA	NA
NA_854.73607_23.57	-1.366452255284534	13.066236862832051	-4.162550118553053	0.001424496861470379	0.019464325115131256	-1.0998899113014113	NA	NA	NA	NA	NA	NA	NA	NA	NA	854.73607	23.57	NA	NA	NA
NA_940.60189_7.91	-0.7814891148788914	11.070380197514323	-4.15362273796013	0.0014468319051162584	0.019612610269353726	-1.1366228924916806	NA	NA	NA	NA	NA	NA	NA	NA	NA	940.60189	7.91	NA	NA	NA
NA_608.51682_8.46	1.0165881508064016	11.600250253371323	4.13977745354805	0.0014821929934429737	0.019859523060871714	-1.1629408004443595	NA	NA	NA	NA	NA	NA	NA	NA	NA	608.51682	8.46	NA	NA	NA
NA_281.18918_2.15	2.798423821069504	10.455300107633422	4.137420513150155	0.001488301494023173	0.019859523060871714	-1.1687623494730248	NA	NA	NA	NA	NA	NA	NA	NA	NA	281.18918	2.15	NA	NA	NA
NA_604.54267_8.72	0.8019605104893139	13.045479270822577	4.072158430490768	0.0016682435146016326	0.02191815325338145	-1.2356397163107724	NA	NA	NA	NA	NA	NA	NA	NA	NA	604.54267	8.72	NA	NA	NA
PG 38:6; PG 18:2 20:4_794.50692_6.42	0.8367120263260209	14.093441855267418	4.043564324519044	0.0017540583998449206	0.022696452628296396	-1.257949286385311	PG 38:6; PG 18:2 20:4	PG 38:6	PG 38:6	PG 38:6	PG	38:6	38	6	PG	794.50692	6.42	38	38	PG 38:6
NA_908.78029_23.84	-1.3621526054420268	13.429397865167504	-4.076113259495206	0.0016567218280452902	0.02191815325338145	-1.2676551763763735	NA	NA	NA	NA	NA	NA	NA	NA	NA	908.78029	23.84	NA	NA	NA
PC 40:1_843.67081_16.32	-0.4986265359135994	12.178891696253102	-4.048903811908744	0.0017376931523204716	0.022656335146285234	-1.2796560279483788	PC 40:1	PC 40:1	PC 40:1	PC 40:1	PC	40:1	40	1	PC	843.67081	16.32	40	40	PC 40:1
SM 16:0;O2/16:1_674.53583_7.32	0.5158815667797109	17.745516759882555	4.0154436413477335	0.0018429211852847194	0.023149099950903904	-1.2852160010193119	SM 16:0;O2/16:1	SM 16:0/16:1	SM 16:0/16:1	SM 16:0	SM	16:0	16	0	SM	674.53583	7.32	16	16	SM 16:0
NA_512.37014_3.92	-1.7483338454719284	9.205268141201348	-4.016955291224114	0.0018380276804415758	0.023149099950903904	-1.3441103339904856	NA	NA	NA	NA	NA	NA	NA	NA	NA	512.37014	3.92	NA	NA	NA
PC 14:0/14:0_677.50175_7.57	-0.9875454906466477	14.940810234061582	-4.018118662589815	0.0018342707862492717	0.023149099950903904	-1.3572495346896067	PC 14:0/14:0	PC 14:0/14:0	PC 14:0/14:0	PC 14:0/14:0	PC	14:0/14:0	14	0/14	PC	677.50175	7.57	14	14	PC 14:0/14:0
NA_365.13191_7.12	-1.074308985543381	13.829336004311223	-3.993401471629702	0.0019158287436938104	0.023541262548410276	-1.3774812869846524	NA	NA	NA	NA	NA	NA	NA	NA	NA	365.13191	7.12	NA	NA	NA
NA_630.5565_24.16	-0.8804858139536863	10.969867374668256	-4.012724197714279	0.0018517585544685629	0.023149099950903904	-1.3779802835715707	NA	NA	NA	NA	NA	NA	NA	NA	NA	630.5565	24.16	NA	NA	NA
NA_933.78384_23.78	-1.068256239190189	10.798572102777449	-3.9946610406914402	0.0019115831608584814	0.023541262548410276	-1.382864519249881	NA	NA	NA	NA	NA	NA	NA	NA	NA	933.78384	23.78	NA	NA	NA
PC O-38:3_797.62838_11.5	-1.7135064067922503	13.032432286883765	-4.011176650630548	0.0018568071974671165	0.023149099950903904	-1.3908197614978146	PC O-38:3	PC 38:3	PC 38:3	PC O-38:3	PC	O-38:3	38	3	PC	797.62838	11.5	38	38	PC O-38:3
NA_312.26627_7.18	1.0111517028447694	13.32048379040469	3.9777002063883753	0.00196957913135505	0.023858447917407273	-1.4108760335160193	NA	NA	NA	NA	NA	NA	NA	NA	NA	312.26627	7.18	NA	NA	NA
NA_958.79699_23.77	-1.3181195510455586	12.095399587870446	-3.977825061192531	0.0019691456131446946	0.023858447917407273	-1.4337621209920188	NA	NA	NA	NA	NA	NA	NA	NA	NA	958.79699	23.77	NA	NA	NA
PG 18:2 16:1_744.49248_6.4	1.231252688184817	12.988295118662922	3.968956204205874	0.0020001868612382523	0.024058585626724895	-1.4566571482385697	PG 18:2 16:1	PG 18:2 16:1	PG 18:2 16:1	PG 18:2 16:1	PG	18:2 16:1	18	2 16	PG	744.49248	6.4	18	18	PG 18:2 16:1
NA_449.34787_4.81	-1.1977888877620797	11.803026945411801	-3.9497887321740115	0.0020690151243376816	0.024712432394187134	-1.4645488751578943	NA	NA	NA	NA	NA	NA	NA	NA	NA	449.34787	4.81	NA	NA	NA
NA_830.4885_6.17	0.8519167945743932	11.487202596195118	3.943645826596273	0.0020915883077931513	0.024808561317435432	-1.4768975922217438	NA	NA	NA	NA	NA	NA	NA	NA	NA	830.4885	6.17	NA	NA	NA
NA_616.50687_6.92	1.8296528487084975	9.63403112323863	3.934832555666238	0.0021244199003497477	0.02502420130894737	-1.506453083871075	NA	NA	NA	NA	NA	NA	NA	NA	NA	616.50687	6.92	NA	NA	NA
NA_426.37019_5.87	-0.7939514563735915	11.213031616466106	-3.9174773733140675	0.002190638998761448	0.025453138842752063	-1.5109069180793524	NA	NA	NA	NA	NA	NA	NA	NA	NA	426.37019	5.87	NA	NA	NA
NA_535.32641_4.74	0.7818466006818062	11.951897093183806	3.9194872838098505	0.002182862128538731	0.025453138842752063	-1.522944218135427	NA	NA	NA	NA	NA	NA	NA	NA	NA	535.32641	4.74	NA	NA	NA
NA_864.48965_6.69	0.6403826113086128	11.950106519162535	3.903206535878626	0.0022466864068653213	0.02572124190922445	-1.541680831516259	NA	NA	NA	NA	NA	NA	NA	NA	NA	864.48965	6.69	NA	NA	NA
NA_949.80595_23.68	-0.9301066796073907	13.237238818830743	-3.900147711525696	0.0022588912683745126	0.02572124190922445	-1.5708760162634636	NA	NA	NA	NA	NA	NA	NA	NA	NA	949.80595	23.68	NA	NA	NA
NA_653.59396_12.1	-1.0022140195181461	10.84037767004059	-3.901499365934858	0.0022534896760120107	0.02572124190922445	-1.5803093293688644	NA	NA	NA	NA	NA	NA	NA	NA	NA	653.59396	12.1	NA	NA	NA
NA_861.61771_7.54	-1.9429010722783828	14.287377310040405	-3.895702597031583	0.0022767497080870055	0.025752903982864936	-1.5865966621233296	NA	NA	NA	NA	NA	NA	NA	NA	NA	861.61771	7.54	NA	NA	NA
NA_501.49047_7.58	-1.097312963744057	10.722992176319403	-3.8560785870909475	0.002442530010858921	0.027263217408488194	-1.6247045510483051	NA	NA	NA	NA	NA	NA	NA	NA	NA	501.49047	7.58	NA	NA	NA
NA_594.48475_5.86	-1.4205911312360568	12.547977191871345	-3.843065103328671	0.002499654547006628	0.027311934728283423	-1.6516841226462313	NA	NA	NA	NA	NA	NA	NA	NA	NA	594.48475	5.86	NA	NA	NA
NA_977.83732_23.87	-1.244308412913889	11.410747821485044	-3.862590062168139	0.002414454299082868	0.027130841729168017	-1.6539612409205402	NA	NA	NA	NA	NA	NA	NA	NA	NA	977.83732	23.87	NA	NA	NA
NA_351.19456_2.12	1.4033369295382683	11.354263265584304	3.852487220263014	0.002458158946666968	0.027263217408488194	-1.6678424072143665	NA	NA	NA	NA	NA	NA	NA	NA	NA	351.19456	2.12	NA	NA	NA
Cer 14:0;2O/26:2_619.58899_11.18	-1.7730580830810878	11.208248127589313	-3.843580418276648	0.002497366493048416	0.027311934728283423	-1.6798293643395823	Cer 14:0;2O/26:2	Cer 14:0 26:2	Cer 14:0 26:2	Cer 14:0	Cer	14:0	14	0	Cer	619.58899	11.18	14	14	Cer 14:0
NA_648.51128_23.8	-0.758560342327629	10.83500567361466	-3.840623878235785	0.002510523274204038	0.027311934728283423	-1.6839972143843474	NA	NA	NA	NA	NA	NA	NA	NA	NA	648.51128	23.8	NA	NA	NA
CAR 20:3_449.34962_3.31	-2.078790564009247	12.94362165700195	-3.817307098587302	0.002616822280477192	0.028110267012924805	-1.7020420184456704	CAR 20:3	CAR 20:3	CAR 20:3	CAR 20:3	CAR	20:3	20	3	CAR	449.34962	3.31	20	20	CAR 20:3
N-Lignoceroylsphingosine_649.63663_13.62	-1.3532772281581753	13.119394959494816	-3.8329808822254385	0.002544867414590193	0.02751033888683576	-1.7035054863392887	N-Lignoceroylsphingosine	N-Lignoceroylsphingosine	N-Lignoceroylsphingosine	NA	NA	NA	NA	NA	N-Lignoceroylsphingosine	649.63663	13.62	NA	NA	N-Lignoceroylsphingosine
NA_384.26616_6.69	1.2252930226586907	14.4023238298722	3.781096955528032	0.0027911862357527222	0.029247522028623615	-1.7297344368483278	NA	NA	NA	NA	NA	NA	NA	NA	NA	384.26616	6.69	NA	NA	NA
PG 36:4; PG 18:2 18:2_770.50773_6.54	0.9763097940441153	14.298687866458959	3.8000681988131437	0.002698388792851377	0.02880530036368845	-1.7543975415797046	PG 36:4; PG 18:2 18:2	PG 36:4	PG 36:4	PG 36:4	PG	36:4	36	4	PG	770.50773	6.54	36	36	PG 36:4
NA_310.25065_6.79	3.2992575567815337	12.447317334197093	3.794804260597467	0.0027238140620198794	0.02889611439708046	-1.7745694939402208	NA	NA	NA	NA	NA	NA	NA	NA	NA	310.25065	6.79	NA	NA	NA
PC 37:2; PC 18:1 19:1_799.60949_10.3	0.6052354789536472	13.273191627929434	3.770240581030339	0.002845762706871206	0.029637577459365974	-1.7783154425033665	PC 37:2; PC 18:1 19:1	PC 37:2	PC 37:2	PC 37:2	PC	37:2	37	2	PC	799.60949	10.3	37	37	PC 37:2
NA_762.58448_9.75	1.6660909510454227	11.382575229039404	3.7831214990304782	0.002781128433184563	0.029247522028623615	-1.7953880558823165	NA	NA	NA	NA	NA	NA	NA	NA	NA	762.58448	9.75	NA	NA	NA
PG 40:7; PG 18:1 22:6_820.52344_6.67	1.204513007571906	16.42193537506518	3.7476893899467085	0.0029626704509779504	0.03066812806224448	-1.8320669272662355	PG 40:7; PG 18:1 22:6	PG 40:7	PG 40:7	PG 40:7	PG	40:7	40	7	PG	820.52344	6.67	40	40	PG 40:7
NA_652.54103_23.83	-1.0200995330838327	10.069474962806128	-3.7321842613361653	0.003045908798138396	0.031152169025271736	-1.8385619785281184	NA	NA	NA	NA	NA	NA	NA	NA	NA	652.54103	23.83	NA	NA	NA
NA_574.45909_5.87	-0.6694344232416122	10.891476473683488	-3.7201825960564197	0.0031119884977937537	0.031638549727569826	-1.8605833851501306	NA	NA	NA	NA	NA	NA	NA	NA	NA	574.45909	5.87	NA	NA	NA
NA_371.28511_5.35	-0.9797765875142624	10.90642162189525	-3.7339501690977426	0.003036308439309783	0.031152169025271736	-1.8819579703945166	NA	NA	NA	NA	NA	NA	NA	NA	NA	371.28511	5.35	NA	NA	NA
PC O-30:0_691.55139_8.99	-0.8481507851348189	11.572505040545527	-3.704430384142781	0.003200962152352108	0.031972183369692396	-1.8836256008077834	PC O-30:0	PC 30:0	PC 30:0	PC O-30:0	PC	O-30:0	30	0	PC	691.55139	8.99	30	30	PC O-30:0
PC 48:5; PC 28:1 20:4_947.73355_18.82	1.957047816965554	10.468087352447693	3.714941177949992	0.0031413079467146566	0.03174765664490316	-1.8926413139899765	PC 48:5; PC 28:1 20:4	PC 48:5	PC 48:5	PC 48:5	PC	48:5	48	5	PC	947.73355	18.82	48	48	PC 48:5
NA_753.56382_9.72	-0.4927359204042263	15.421424407354705	-3.7055581775321587	0.003194505942835877	0.031972183369692396	-1.9169563709792845	NA	NA	NA	NA	NA	NA	NA	NA	NA	753.56382	9.72	NA	NA	NA
NA_653.50767_5.67	-0.5930752156572163	10.716365574101655	-3.642612468573011	0.0035761613118684044	0.03530684115994934	-1.9776303537277578	NA	NA	NA	NA	NA	NA	NA	NA	NA	653.50767	5.67	NA	NA	NA
NA_389.26962_8.46	0.9505088241325164	11.46175361280648	3.6566475507336706	0.003487190045527776	0.03462860812652001	-1.999015580729277	NA	NA	NA	NA	NA	NA	NA	NA	NA	389.26962	8.46	NA	NA	NA
NA_759.61047_12.77	-0.695308213041951	10.877016211569495	-3.6381272203102255	0.0036050827929981905	0.03538782419793626	-2.046404053000199	NA	NA	NA	NA	NA	NA	NA	NA	NA	759.61047	12.77	NA	NA	NA
PE O-37:3; PE O-19:2 18:1_741.56582_10.1	1.020306376714939	12.174905811474549	3.618570967640081	0.003734015583306057	0.03644399209306712	-2.0582285188416565	PE O-37:3; PE O-19:2 18:1	PE 37:3; PE 19:2 18:1	PE 37:3; PE 19:2 18:1	PE O-37:3	PE	O-37:3	37	3	PE	741.56582	10.1	37	37	PE O-37:3
NA_338.28209_10.84	0.5555434222303256	11.287561348401415	3.5951188639221425	0.0038948898677225946	0.03746697367923387	-2.0883230137317375	NA	NA	NA	NA	NA	NA	NA	NA	NA	338.28209	10.84	NA	NA	NA
NA_624.5105_23.6	-0.6966313485642937	12.222990555209144	-3.6032285780195004	0.003838471109661995	0.037250617359674366	-2.095391021838041	NA	NA	NA	NA	NA	NA	NA	NA	NA	624.5105	23.6	NA	NA	NA
NA_768.49231_6.27	0.8525071006651677	12.99948148654079	3.592319299323379	0.003914562998961218	0.03746697367923387	-2.129527813080786	NA	NA	NA	NA	NA	NA	NA	NA	NA	768.49231	6.27	NA	NA	NA
NA_1024.64713_3.42	0.9849147507215571	11.276209165344232	3.572590983995944	0.004056116001810036	0.03821119976242837	-2.1316652053220917	NA	NA	NA	NA	NA	NA	NA	NA	NA	1024.64713	3.42	NA	NA	NA
NA_574.49502_23.25	-0.9191995481118171	13.715911237828356	-3.59061717405231	0.003926573939451325	0.03746697367923387	-2.1395776434924603	NA	NA	NA	NA	NA	NA	NA	NA	NA	574.49502	23.25	NA	NA	NA
NA_340.26081_3.02	-1.4692798689928717	12.462401154445084	-3.5554366082240176	0.004183458335143774	0.03904561112800856	-2.15818437684947	NA	NA	NA	NA	NA	NA	NA	NA	NA	340.26081	3.02	NA	NA	NA
NA_514.39096_5.84	1.2050118373471288	11.98483144605523	3.575072781808768	0.004038024277644814	0.03821119976242837	-2.167450364885873	NA	NA	NA	NA	NA	NA	NA	NA	NA	514.39096	5.84	NA	NA	NA
NA_763.57103_10.2	-1.5377178938912766	12.053572593019632	-3.5704642790334957	0.00407168522058663	0.03821119976242837	-2.175715764562809	NA	NA	NA	NA	NA	NA	NA	NA	NA	763.57103	10.2	NA	NA	NA
NA_791.50757_8.43	-0.876557844521549	11.785827575860813	-3.538884134395673	0.004310213359615934	0.04001002401208704	-2.208745064633993	NA	NA	NA	NA	NA	NA	NA	NA	NA	791.50757	8.43	NA	NA	NA
NA_522.42735_5.87	-0.8492501079013873	10.599045815807727	-3.529533880134449	0.004383545554409007	0.04047078814557073	-2.2175644598146516	NA	NA	NA	NA	NA	NA	NA	NA	NA	522.42735	5.87	NA	NA	NA
SPHINGOSYLPHOSPHORYL CHOLINE_464.33739_6.97	0.5607152740814755	10.769887988506968	3.5137647388456625	0.00451012329739387	0.0409749499571741	-2.232153874353185	SPHINGOSYLPHOSPHORYL CHOLINE	SPHINGOSYLPHOSPHORYL CHOLINE	SPHINGOSYLPHOSPHORYL CHOLINE	NA	NA	NA	NA	NA	SPHINGOSYLPHOSPHORYL CHOLINE	464.33739	6.97	NA	NA	SPHINGOSYLPHOSPHORYL CHOLINE
NA_576.5104_24.15	-0.7957422519975306	13.498472850240622	-3.5167751084628196	0.00448567387652858	0.040970753909683494	-2.247931060516195	NA	NA	NA	NA	NA	NA	NA	NA	NA	576.5104	24.15	NA	NA	NA
NA_974.63127_3.41	0.9677884015459912	12.230854443477462	3.5189657003121493	0.004467967685975124	0.040970753909683494	-2.2525696817211243	NA	NA	NA	NA	NA	NA	NA	NA	NA	974.63127	3.41	NA	NA	NA
NA_930.76425_23.88	-1.0467779850397214	11.966130732970157	-3.4911372479696174	0.004698312227369191	0.0420142266196156	-2.2917878614208105	NA	NA	NA	NA	NA	NA	NA	NA	NA	930.76425	23.88	NA	NA	NA
PC 16:0 14:0_705.53087_8.27	-0.9204982984499361	16.361781452798326	-3.5035068711859547	0.004594462726184904	0.041309160075295476	-2.291856222729036	PC 16:0 14:0	PC 16:0 14:0	PC 16:0 14:0	PC 16:0 14:0	PC	16:0 14:0	16	0 14	PC	705.53087	8.27	16	16	PC 16:0 14:0
TG 56:6_906.76511_23.63	-0.9685305252683609	12.95556528626492	-3.5034082603465952	0.004595281273012963	0.041309160075295476	-2.2934047972712026	TG 56:6	TG 56:6	TG 56:6	TG 56:6	TG	56:6	56	6	TG	906.76511	23.63	56	56	TG 56:6
SM 18:0;O2/22:1_786.66084_12.15	-1.3315984115117336	13.523212642990908	-3.4674539753277682	0.004903887221516063	0.042992758886070855	-2.3104758093845703	SM 18:0;O2/22:1	SM 18:0/22:1	SM 18:0/22:1	SM 18:0	SM	18:0	18	0	SM	786.66084	12.15	18	18	SM 18:0
PG 16:1/16:1_718.47715_6.29	0.9112689431842373	11.84393918375047	3.4557467306695804	0.005008877356401384	0.04364878839149777	-2.3400930468444594	PG 16:1/16:1	PG 16:1/16:1	PG 16:1/16:1	PG 16:1/16:1	PG	16:1/16:1	16	1/16	PG	718.47715	6.29	16	16	PG 16:1/16:1
NA_388.29683_7.17	0.9203744475531913	11.736478395030405	3.4669428348515874	0.004908423877508089	0.042992758886070855	-2.3420127615691593	NA	NA	NA	NA	NA	NA	NA	NA	NA	388.29683	7.17	NA	NA	NA
NA_749.7487_8.49	0.8125677250770155	12.39423512234339	3.473751144233082	0.004848346282246458	0.04298435568407936	-2.349342829887756	NA	NA	NA	NA	NA	NA	NA	NA	NA	749.7487	8.49	NA	NA	NA
NA_800.49902_6.39	0.7243417176869924	11.58620729372358	3.4727501948910944	0.004857131526362597	0.04298435568407936	-2.3499615807144574	NA	NA	NA	NA	NA	NA	NA	NA	NA	800.49902	6.39	NA	NA	NA
PE O-36:4; PE O-18:3 18:1_725.53562_7.02	1.7765627001084294	11.382613119447056	3.449156205157661	0.005068987245571098	0.04374809360048757	-2.3631157574456214	PE O-36:4; PE O-18:3 18:1	PE 36:4; PE 18:3 18:1	PE 36:4; PE 18:3 18:1	PE O-36:4	PE	O-36:4	36	4	PE	725.53562	7.02	36	36	PE O-36:4
NA_723.50705_7.52	-0.7051511713191678	11.324814619530656	-3.4488824086400944	0.005071500312000316	0.04374809360048757	-2.372017608185489	NA	NA	NA	NA	NA	NA	NA	NA	NA	723.50705	7.52	NA	NA	NA
Cer 42:2_647.6201_12.83	-0.822488467717934	15.21952638303982	-3.431735042699389	0.0052314481411561255	0.04490107248791288	-2.417628812792967	Cer 42:2	Cer 42:2	Cer 42:2	Cer 42:2	Cer	42:2	42	2	Cer	647.6201	12.83	42	42	Cer 42:2
NA_459.40688_5.04	0.9519274393055169	10.127796358404332	3.394226328325482	0.005599494599482345	0.04781968387957922	-2.492295251815447	NA	NA	NA	NA	NA	NA	NA	NA	NA	459.40688	5.04	NA	NA	NA
NA_336.2661_6.49	1.2350108187443372	13.806161351542025	3.370429634408766	0.005846566573787224	0.04912610069230788	-2.4980197164553193	NA	NA	NA	NA	NA	NA	NA	NA	NA	336.2661	6.49	NA	NA	NA
NA_604.54171_24.15	-0.74558745794496	13.69978942486822	-3.3809188989540724	0.005736321037400004	0.04850315015781786	-2.5057813404934617	NA	NA	NA	NA	NA	NA	NA	NA	NA	604.54171	24.15	NA	NA	NA
NA_463.43848_7.2	-1.7940405135140682	11.89009266184601	-3.38469653387907	0.005697137108741151	0.04841149344144222	-2.509432949080054	NA	NA	NA	NA	NA	NA	NA	NA	NA	463.43848	7.2	NA	NA	NA
SM 18:2;O2/14:0_672.51927_6.75	0.803452673036181	13.098345574357728	3.361345526466995	0.005943784596709484	0.04930279021447269	-2.5264591605488613	SM 18:2;O2/14:0	SM 18:2/14:0	SM 18:2/14:0	SM 18:2	SM	18:2	18	2	SM	672.51927	6.75	18	18	SM 18:2
NA_787.53495_7.85	1.18390562376148	16.667961755651014	3.3684587875143523	0.005867520223203048	0.04912610069230788	-2.5386360823296013	NA	NA	NA	NA	NA	NA	NA	NA	NA	787.53495	7.85	NA	NA	NA
NA_809.51868_7.84	0.716133922723686	13.415229036006405	3.361107378420829	0.005946355260059352	0.04930279021447269	-2.5401849827360907	NA	NA	NA	NA	NA	NA	NA	NA	NA	809.51868	7.84	NA	NA	NA
NA_759.53355_2.32	1.2742494744508168	9.406807314350152	3.3501690161614692	0.006065655193839879	0.050048981019702954	-2.561132912253462	NA	NA	NA	NA	NA	NA	NA	NA	NA	759.53355	2.32	NA	NA	NA
NA_268.21894_13.73	0.7616410192587489	10.088454027112158	3.3030490148195173	0.006608036657286778	0.053745364812599124	-2.5906559022859126	NA	NA	NA	NA	NA	NA	NA	NA	NA	268.21894	13.73	NA	NA	NA
NA_562.53164_24.01	-0.9940161850562361	10.902611775149804	-3.2930278221073452	0.0067295989820454795	0.05421771255346075	-2.6160477589692297	NA	NA	NA	NA	NA	NA	NA	NA	NA	562.53164	24.01	NA	NA	NA
NA_811.53484_11.52	0.5336020559731691	12.324644930246054	3.3093401147341943	0.0065328635215560465	0.05352248868152123	-2.6377905663407546	NA	NA	NA	NA	NA	NA	NA	NA	NA	811.53484	11.52	NA	NA	NA
NA_928.82634_24.05	-1.0989903580929896	11.937828958416475	-3.3079585304752435	0.006549297502598324	0.05352248868152123	-2.6474590529625273	NA	NA	NA	NA	NA	NA	NA	NA	NA	928.82634	24.05	NA	NA	NA
PC O-46:8_899.67483_14.85	-1.1324985881016012	10.250228838600693	-3.2945843802162793	0.006710569267443286	0.05421771255346075	-2.6715160779359053	PC O-46:8	PC 46:8	PC 46:8	PC O-46:8	PC	O-46:8	46	8	PC	899.67483	14.85	46	46	PC O-46:8
NA_920.44841_6.66	0.9852868539333246	10.802650699733157	3.277275652603364	0.006925285451341424	0.05527283902285585	-2.673175340316969	NA	NA	NA	NA	NA	NA	NA	NA	NA	920.44841	6.66	NA	NA	NA
NA_793.5362_6.98	0.9460238786921735	11.900461123091208	3.270846632546159	0.007006801515512911	0.05566333483021419	-2.681713218817764	NA	NA	NA	NA	NA	NA	NA	NA	NA	793.5362	6.98	NA	NA	NA
NA_765.58598_10.53	-1.4708371006907413	12.189454723716093	-3.2848214951781696	0.006830834610098771	0.05477495546501737	-2.6890768813966224	NA	NA	NA	NA	NA	NA	NA	NA	NA	765.58598	10.53	NA	NA	NA
NA_789.55031_8.6	0.4826898381809479	17.505690286074827	3.228280148997987	0.0075716197168308325	0.058783302165213915	-2.714107459372057	NA	NA	NA	NA	NA	NA	NA	NA	NA	789.55031	8.6	NA	NA	NA
NA_841.58223_6.82	0.5433014736197176	11.66372349782372	3.251661448722795	0.0072558877150027705	0.05711085814389277	-2.7204211720645697	NA	NA	NA	NA	NA	NA	NA	NA	NA	841.58223	6.82	NA	NA	NA
PG 32:1; PG 14:0 18:1_720.49263_6.73	0.840143695832071	11.762408032498293	3.260093129482682	0.007145330059556486	0.056501035841307765	-2.733553908356538	PG 32:1; PG 14:0 18:1	PG 32:1	PG 32:1	PG 32:1	PG	32:1	32	1	PG	720.49263	6.73	32	32	PG 32:1
NA_636.51172_7.02	0.6636615032194522	11.136720781284577	3.2248378979604495	0.007619263326096595	0.0588855283301945	-2.7713814102649494	NA	NA	NA	NA	NA	NA	NA	NA	NA	636.51172	7.02	NA	NA	NA
PI 40:4; PI 18:0 22:4_914.58619_7.88	-0.8183116984429879	17.132195123139528	-3.23512423834342	0.007477785822872695	0.05858742286911267	-2.7733002896456687	PI 40:4; PI 18:0 22:4	PI 40:4	PI 40:4	PI 40:4	PI	40:4	40	4	PI	914.58619	7.88	40	40	PI 40:4
